,Player,My C Won,Hands,VPIP,BB/100,Total AF,Total AFq
31263,Wildsnake22,0.18,128,63.49,7.03,5.07,61.29
31264,wildthing1980,0.08,12,41.67,33.33,,100.0
31265,wildy29,-2.29,61,91.67,-187.7,1.32,45.12
31266,wilisreis,-0.12,7,28.57,-85.71,0.0,0.0
31267,WilkyWay3000,1.59,67,37.31,118.66,0.55,19.35
31268,Will Balthazar,-0.23,24,41.67,-47.92,3.5,53.85
31269,will it come,-1.04,21,33.33,-247.62,3.0,50.0
31270,will171773,-0.01,58,27.59,-0.86,2.83,56.67
31271,will59g,1.09,102,34.65,53.43,0.17,9.09
31272,will6250,5.61,757,38.91,37.05,1.17,37.66
31273,will_mace,-2.0,7,14.29,-1428.57,3.0,75.0
31274,Will_Renegade,-6.81,196,52.04,-173.72,0.83,33.33
31275,willamefiguered,0.87,4935,8.14,0.88,2.65,40.04
31276,willametc,-0.89,275,28.36,-16.18,2.72,50.37
31277,willbeck94,-0.02,1,0.0,-100.0,0.0,0.0
31278,willdadood,16.02,3094,12.41,25.89,4.38,57.04
31279,WillFrankKill,-0.08,93,32.26,-4.3,1.39,44.64
31280,willgent,-1.59,87,57.47,-91.38,1.19,35.63
31281,Willi321,-0.38,13,23.08,-146.15,,100.0
31282,willi69690,22.08,9642,25.08,11.45,1.08,28.91
31283,William2372,-2.96,52,43.14,-284.62,0.82,28.13
31284,WilliamDe18,-3.08,45,70.45,-342.22,0.86,19.35
31285,WilliamJBF,-10.6,3992,17.4,-13.28,1.18,25.9
31286,Williamluca88,0.06,15,40.0,20.0,0.25,12.5
31287,Willian Deco,-0.84,2,50.0,-2100.0,0.0,0.0
31288,Willian Niero,-2.19,133,59.85,-82.33,2.1,48.15
31289,willian808,-0.21,5,60.0,-210.0,2.0,50.0
31290,williangarve,11.26,539,25.28,104.45,3.39,59.22
31291,Willianpont,-0.79,45,64.44,-87.78,1.31,35.42
31292,willianvw95,-0.51,34,45.45,-75.0,0.8,27.59
31293,Willifold777,-1.9,32,59.38,-296.87,2.0,51.85
31294,Willin2,4.25,748,23.48,28.41,1.47,38.16
31295,WillKingJr,2.22,500,52.81,22.2,3.56,60.96
31296,Willo220,-2.35,642,29.42,-18.3,0.25,13.31
31297,willooo77,-1.79,23,56.52,-389.13,7.0,84.0
31298,WillS839,-2.47,513,32.49,-24.07,2.05,52.65
31299,WillTaplin,-0.01,2,50.0,-25.0,0.5,33.33
31300,willywemser,-0.58,29,37.93,-100.0,1.0,20.0
31301,Willzoni,-2.66,45,15.91,-295.56,5.0,50.0
31302,wilso52,-46.97,1304,66.79,-180.1,1.73,52.44
31303,Wiltoast189,-0.42,5,60.0,-420.0,,50.0
31304,wimol1979,-0.34,42,38.1,-40.48,1.0,30.43
31305,Win22Win,-2.64,389,28.13,-33.93,1.29,39.42
31306,winagain9,-1.03,92,32.61,-55.98,0.71,25.64
31307,winalot164,-2.2,43,55.81,-255.81,3.67,55.0
31308,winbig1221,0.02,91,49.45,1.1,0.95,31.67
31309,Winckelried,-1.43,99,45.45,-72.22,0.79,27.94
31310,Windburgas,-4.0,38,78.95,-526.32,0.67,26.67
31311,windham13,-0.41,24,20.83,-85.42,,16.67
31312,Windman15518,-0.6,28,46.43,-107.14,0.3,13.64
31313,Windmühle,2.97,1649,11.75,9.01,3.05,45.25
31314,WINDOUS PC,-1.3,92,43.48,-70.65,0.92,21.15
31315,Windowmaker2,2.76,221,24.54,62.44,3.27,53.73
31316,windyfull79,0.32,29,27.59,55.17,0.6,21.43
31317,winewhiskeywome,-20.01,2713,26.41,-36.88,1.83,46.07
31318,Wini_Wici,-5.49,99,63.64,-277.27,0.94,35.11
31319,WINIBob28,0.62,44,31.82,70.45,,55.0
31320,WinnerAPB,4.28,719,27.93,29.76,1.67,40.91
31321,winnie0000,-3.51,14,92.86,-1253.57,8.0,66.67
31322,winning9611,-0.99,12,75.0,-412.5,0.2,9.09
31323,Winrar157,0.08,6,16.67,66.67,,100.0
31324,WinSM6,-2.0,14,21.43,-714.29,2.0,50.0
31325,Winston4ever,-0.96,24,58.33,-200.0,0.69,30.0
31326,WinStonLf,-0.28,139,33.09,-10.07,5.4,51.92
31327,wintchkol,-4.08,38,73.68,-536.84,3.33,55.56
31328,winterbutton,0.03,12,66.67,12.5,6.0,50.0
31329,winterf351,-0.84,269,18.42,-15.61,2.55,45.9
31330,winterfeld30204,-5.07,191,57.07,-132.72,1.61,44.85
31331,WintersWay,-1.69,63,93.65,-134.13,4.38,69.51
31332,wipemonitor,-1.71,53,66.04,-161.32,1.08,43.75
31333,wippe69,1.41,24,75.0,293.75,2.8,53.85
31334,wird nichts,-1.06,9,88.89,-588.89,2.0,50.0
31335,wires04,-0.08,1,100.0,-350.0,0.0,0.0
31336,wiromax,-6.17,1454,18.62,-21.22,3.36,48.4
31337,WisdomRamo,-3.9,104,43.27,-187.5,0.71,27.87
31338,wise3001,-0.56,38,18.42,-73.68,1.5,50.0
31339,wise45,-1.6,26,42.31,-307.69,1.5,47.37
31340,Wisedragon69,0.41,609,53.38,3.37,1.79,42.61
31341,wisefellas,-0.03,1,0.0,-150.0,0.0,0.0
31342,WiseMountain,-0.6,45,11.11,-66.67,2.5,41.67
31343,wissanub56,-1.16,54,27.78,-107.41,2.0,52.17
31344,wita75,-1.56,41,50.0,-190.24,1.33,40.0
31345,Witchtrainer,-1.93,89,32.58,-108.43,1.15,39.47
31346,Wite gerc,-6.75,167,52.1,-202.1,1.44,42.11
31347,witethunder6969,0.51,14,85.71,182.14,5.0,71.43
31348,withloveukraine,-6.81,104,77.88,-327.4,1.3,43.48
31349,withnohandlebar,54.53,8923,31.82,30.56,1.48,39.34
31350,witja_up,-1.25,67,46.27,-93.28,2.07,50.82
31351,WITKO92,-1.03,32,50.0,-160.94,0.5,20.0
31352,wiwikps,-1.39,102,15.84,-68.14,6.0,46.15
31353,Wizbill,1.07,12,75.0,445.83,1.5,42.86
31354,wizdom999,-0.28,218,58.53,-6.42,1.13,32.6
31355,wizz99,0.26,23,31.82,56.52,0.0,0.0
31356,wizzard67,6.06,368,22.19,82.34,0.96,25.84
31357,WizzzaaaaardHU,0.79,9,11.11,438.89,0.0,0.0
31358,Wizzzardrick,0.7,153,26.8,22.88,1.31,40.38
31359,wj.alf,-5.61,53,67.92,-529.25,4.42,70.67
31360,wkojl9r,-2.33,127,17.46,-91.73,2.0,32.0
31361,wl888,11.7,29,93.1,2017.24,3.6,66.67
31362,WLAD1909,-5.0,382,69.82,-65.45,0.62,23.8
31363,WladimirBuryak,-2.08,319,36.68,-32.6,1.19,35.63
31364,wladislaw73,-0.46,36,30.56,-63.89,0.17,6.25
31365,wladypoker22,-0.16,99,74.49,-8.08,2.8,53.33
31366,wlsrbf,3.18,4149,34.62,3.83,0.69,24.64
31367,WM40472020,0.4,7,28.57,285.71,0.5,33.33
31368,wmhphoto16,0.53,25,52.0,106.0,0.44,21.05
31369,wnbg,0.22,5,60.0,220.0,,66.67
31370,Wo5ju2la,-1.89,58,32.76,-162.93,2.8,50.0
31371,WoaChuuuuu,2.39,25,28.0,478.0,0.33,10.0
31372,Wobafet,7.1,89,55.06,398.88,0.63,27.54
31373,WoBaJuMa,3.26,374,19.79,43.58,1.03,33.33
31374,wodkasdzusom,-4.74,1578,16.21,-15.02,1.47,35.1
31375,wodvbow,0.3,171,18.82,8.77,7.25,61.7
31376,woerel1,-3.03,39,48.72,-388.46,2.0,55.17
31377,Woftee25,-1.2,12,66.67,-500.0,0.0,0.0
31378,Wojjan25,-4.35,67,49.25,-324.63,0.33,14.04
31379,Wojtek_63,0.02,10,50.0,10.0,3.0,50.0
31380,WOJTEK_SANDO,0.62,7,14.29,442.86,0.25,16.67
31381,wok2107,-1.33,31,45.16,-214.52,3.25,61.9
31382,woland368,-0.87,10,40.0,-435.0,0.8,36.36
31383,woldemar20,-0.38,20,52.63,-95.0,2.0,50.0
31384,woldimon,-0.73,9,11.11,-405.56,0.5,25.0
31385,Wolf Eyes 6,-0.8,19,36.84,-210.53,2.0,40.0
31386,Wolf-Andreas,6.18,2076,30.57,14.88,0.98,30.57
31387,wolf-Fab,-0.49,25,60.0,-98.0,2.33,36.84
31388,Wolf-Wolk,-0.72,556,25.05,-6.47,2.44,46.07
31389,wolf8487,-1.65,21,65.0,-392.86,6.0,63.16
31390,Wolf926164,-2.58,28,73.08,-460.71,4.0,59.26
31391,Wolfdog242,-1.02,7,42.86,-728.57,1.0,33.33
31392,wolffi96,-0.17,2,50.0,-425.0,1.0,33.33
31393,wolfgang1990,0.75,388,23.97,9.66,1.36,29.7
31394,Wolfgang2352,4.32,474,62.13,45.57,2.49,51.52
31395,Wolfganga91,-0.11,4,50.0,-137.5,,33.33
31396,wolfi1111,0.36,539,36.45,3.34,2.74,53.94
31397,Wolfie_Finbar,2.65,176,22.73,75.28,6.86,77.42
31398,WolfmanREX,-2.73,88,37.93,-155.11,1.8,40.0
31399,WolfRellik,-0.1,10,80.0,-50.0,0.17,11.11
31400,wolkengugger,0.18,5,20.0,180.0,,100.0
31401,WolkMiel,-1.64,22,31.82,-372.73,7.0,77.78
31402,Wolle4461,2.17,4218,19.88,2.57,1.14,36.54
31403,WolleKoeln,-0.26,16,62.5,-81.25,,50.0
31404,wolmymachado,-4.96,269,41.79,-92.19,3.1,65.96
31405,Wolras,-4.08,2351,31.26,-8.68,1.62,36.6
31406,wolverheart,1.7,183,29.51,46.45,1.06,25.71
31407,wolverine010305,-3.37,164,65.43,-102.74,3.57,66.05
31408,wolverinepf,-0.02,860,22.9,-0.12,3.06,44.35
31409,wolveron,0.22,47,21.28,23.4,0.0,0.0
31410,WOLY13,-1.49,46,43.48,-161.96,1.33,33.33
31411,wonderfuItime,-1.98,6,50.0,-1650.0,0.0,0.0
31412,Wonderful270,0.23,67,44.78,17.16,1.58,45.24
31413,WonderfulVestr,0.21,6,50.0,175.0,1.5,60.0
31414,Wonglecrosr,-2.0,62,17.74,-161.29,0.5,26.32
31415,wonkawarla,-0.78,7,57.14,-557.14,1.0,40.0
31416,wonmeat,3.02,290,45.83,52.07,1.55,35.76
31417,Woodie YUL,0.2,252,23.69,3.97,2.05,43.82
31418,WoodxUK,-0.63,50,28.0,-63.0,2.0,33.33
31419,woody07967,0.26,13,53.85,100.0,2.0,36.36
31420,Woody1030611,-1.12,76,46.67,-73.68,1.12,38.78
31421,Woody1925,-1.6,9,33.33,-888.89,1.0,33.33
31422,woody2185498,-0.02,1,0.0,-100.0,0.0,0.0
31423,woodyBELGIUM,-1.52,12,50.0,-633.33,1.5,50.0
31424,woohoo1996,1.66,80,56.25,103.75,0.94,32.61
31425,wooody24,-0.48,4,75.0,-600.0,6.0,75.0
31426,WoopShoopi,-1.73,11,81.82,-786.36,1.5,37.5
31427,woosie x,-0.12,1110,19.17,-0.54,1.33,37.46
31428,Wordssss,-1.73,72,55.56,-120.14,1.11,36.36
31429,workman780,1.81,382,64.55,23.69,2.83,52.38
31430,worky8t3,2.68,63,67.74,212.7,1.32,43.86
31431,WorldStars,-2.0,61,31.15,-163.93,3.25,61.9
31432,wormsign63,10.62,6261,27.87,8.48,3.79,46.69
31433,Worning1503,0.65,1,100.0,3250.0,0.0,0.0
31434,WorseNight,-0.63,3,0.0,-1050.0,,100.0
31435,worst_se,-0.29,16,25.0,-90.62,0.0,0.0
31436,worstestever,-1.12,2,100.0,-2800.0,1.0,33.33
31437,wosupmup,-0.79,4,25.0,-987.5,2.0,66.67
31438,wouishelk,2.62,300,42.37,43.67,4.9,62.8
31439,wout454,1.05,401,26.07,13.09,1.54,43.55
31440,wovos,38.95,3034,14.05,63.83,1.74,36.59
31441,wowa5577,-0.6,35,52.94,-85.71,0.33,13.04
31442,wowan82,-2.6,529,26.57,-24.57,0.91,32.11
31443,wowbikers,-2.48,72,55.56,-172.22,1.24,43.33
31444,wowitsch83,-0.81,22,31.82,-184.09,1.0,33.33
31445,wowlisex,-0.67,27,42.31,-124.07,5.0,55.56
31446,WPBrasil91,-3.06,82,48.78,-186.59,2.33,53.03
31447,WQQQW,-6.44,2927,23.33,-11.0,1.55,34.28
31448,Wreckless275,-4.73,148,55.1,-159.8,2.87,58.47
31449,wren344,0.23,31,25.81,37.1,0.14,7.69
31450,WretchedBeast,-1.6,29,37.93,-275.86,1.4,43.75
31451,wrgoncalves,0.87,238,39.08,18.28,1.58,39.52
31452,Wrjuca2011,-0.8,5,60.0,-800.0,0.0,0.0
31453,wrn9k,-0.25,3,66.67,-416.67,,50.0
31454,Wsdm1985,-2.0,6,33.33,-1666.67,,66.67
31455,WSOPchamp020,-2.37,11,54.55,-1077.27,0.6,33.33
31456,WSOPSlev,-0.11,3,33.33,-183.33,0.0,0.0
31457,WSRego,-0.24,60,58.33,-20.0,2.65,64.29
31458,wss303030,0.23,18,76.47,63.89,0.88,30.43
31459,wstway,-25.46,3428,42.84,-37.14,0.87,20.8
31460,wswZG,-0.91,20,60.0,-227.5,1.33,33.33
31461,wtf2805,-0.98,28,50.0,-175.0,2.71,57.58
31462,wtfzinger,-0.77,7,42.86,-550.0,1.0,40.0
31463,wtp7676,2.57,141,34.75,91.13,0.58,22.78
31464,wtronic,-0.98,8,50.0,-612.5,0.8,40.0
31465,wtvitor,0.55,6,83.33,458.33,4.0,66.67
31466,wu-clan039,-2.23,14,92.86,-796.43,0.88,36.84
31467,wu-tang150,-0.79,8,71.43,-493.75,4.0,66.67
31468,Wuco,-4.75,154,27.92,-154.22,1.24,39.39
31469,wudnwanabeya,-0.8,64,46.88,-62.5,4.75,52.78
31470,Wudu1992,-1.21,10,80.0,-605.0,1.67,62.5
31471,Wuffe007,-2.06,64,44.44,-160.94,1.62,37.14
31472,WuGrodt,4.71,837,21.59,28.14,1.94,33.66
31473,wuill22,-1.74,24,58.33,-362.5,1.67,47.62
31474,Wujson565,-3.6,203,40.3,-88.67,3.5,53.39
31475,wulle64,-2.9,846,36.14,-17.14,2.24,55.7
31476,wullllyy,-3.97,6,83.33,-3308.33,2.5,62.5
31477,wursti1706,35.02,3721,26.98,47.06,2.2,48.84
31478,wurstwaser7,-0.25,50,18.0,-25.0,,58.33
31479,Wurthers,0.54,20,40.0,135.0,0.67,28.57
31480,wuwei3579,11.87,1974,38.14,30.07,2.04,51.91
31481,wvollode,0.21,3,66.67,350.0,0.0,0.0
31482,ww9801,0.52,20,15.0,130.0,3.0,60.0
31483,wwdecider,4.69,3438,25.91,6.82,0.65,23.3
31484,wwestmann,0.61,1372,38.22,2.22,3.46,43.76
31485,WWEW232,-9.39,141,52.14,-332.98,1.02,39.86
31486,WWidow187,-0.73,71,33.8,-51.41,3.4,48.57
31487,wwqsdhr862,-7.34,1686,32.44,-21.77,1.48,43.05
31488,WWR73,-1.83,292,21.03,-31.34,1.43,39.29
31489,wwwladimir993,-3.58,15,66.67,-1193.33,0.27,17.65
31490,wwykyng07,-9.89,2725,31.82,-18.15,2.18,45.92
31491,Wxyzv2,-12.68,290,30.45,-218.62,1.84,47.5
31492,WybitnyWengrzyn,-3.07,172,61.54,-89.24,1.17,38.86
31493,wyhan,-1.78,79,39.24,-112.66,0.77,33.33
31494,wylhiam,2.3,124,34.68,92.74,1.5,28.85
31495,wynne81,-2.85,78,41.03,-182.69,0.5,24.53
31496,wynneb4,-2.0,6,100.0,-1666.67,2.0,33.33
31497,wyobien,-0.55,69,22.06,-39.86,1.33,44.44
31498,WyssJJ,-0.07,12,8.33,-29.17,1.0,33.33
31499,wyuhef2bmed,-5.83,119,54.62,-244.96,2.1,44.44
31500,Wyyrt,-6.95,77,38.16,-451.3,1.29,39.13
31501,wütende_Möhre,0.68,94,28.72,36.17,3.0,55.81
31502,X*COSTY*X,-3.48,520,54.34,-33.46,0.58,24.5
31503,x-gordinhu,0.54,49,38.78,55.1,0.82,34.62
31504,X..L0seR..X,2.34,98,64.29,119.39,1.2,34.09
31505,x.p.u.11.04,0.54,31,32.26,87.1,1.33,30.77
31506,X1_MAT_1X,-61.13,11555,25.67,-26.45,1.53,39.7
31507,x1wkid,-2.15,693,28.65,-15.51,1.7,37.19
31508,x3l3g4nt3,2.24,14,50.0,800.0,4.0,57.14
31509,x@melion00,-0.8,1,100.0,-4000.0,,100.0
31510,x_AlphaKenny1_x,-0.31,91,43.96,-17.03,3.3,56.9
31511,x_Crazy_Bunny_x,0.06,1414,24.31,0.21,2.25,52.78
31512,X_Daniel99,-0.94,4,50.0,-1175.0,6.0,85.71
31513,x_delta_x22,-0.8,2,100.0,-2000.0,0.0,0.0
31514,X_pasqual_X,-0.57,5,25.0,-570.0,,100.0
31515,x_SARAH.B_x,-0.38,9,44.44,-211.11,0.67,33.33
31516,x_tommy1,-3.06,119,56.78,-128.57,1.73,46.34
31517,Xabitpoker,33.37,12397,14.01,13.46,4.01,52.59
31518,xablaurep,-6.28,463,72.45,-67.82,1.65,45.07
31519,xachapuri,-0.11,11,45.45,-50.0,0.2,9.09
31520,Xacra's,-0.41,530,20.75,-3.87,1.86,42.76
31521,xAcTiv,-2.57,66,65.63,-194.7,2.56,62.12
31522,Xadanjel,0.89,520,38.61,8.56,1.79,44.08
31523,XAH_voronezh,14.76,1421,26.86,51.94,2.34,47.58
31524,xaj9x,-1.17,2,100.0,-2925.0,0.5,33.33
31525,XAJDK,0.47,9,44.44,261.11,4.0,66.67
31526,Xajkill,-0.11,35,37.14,-15.71,1.75,41.18
31527,xakep10,0.13,20,35.0,32.5,11.0,91.67
31528,xAKQ,-1.0,13,92.31,-384.62,1.11,43.48
31529,Xam20101985,-0.94,6,66.67,-783.33,5.0,71.43
31530,xam68,-0.57,6,50.0,-475.0,1.0,16.67
31531,Xamal676,1.77,190,91.49,46.58,2.44,54.39
31532,xameleon4eto,-2.01,6,83.33,-1675.0,2.0,50.0
31533,xamlo12,0.71,14,85.71,253.57,0.67,26.67
31534,xampe11,0.97,40,22.5,121.25,1.0,40.0
31535,Xana1989,-0.65,8,62.5,-356.25,0.33,20.0
31536,xanadupoa,-1.63,38,42.11,-214.47,1.57,55.0
31537,Xande25,0.52,123,15.7,21.14,2.2,50.0
31538,XandeDoAvião,8.38,531,24.33,78.91,3.61,62.96
31539,Xander AS3,-2.3,81,69.14,-141.98,1.69,40.91
31540,Xander188,2.76,72,30.56,191.67,0.54,23.33
31541,xanderacy,-0.8,25,60.0,-160.0,1.25,33.33
31542,xandeskt,-4.43,366,26.5,-60.52,0.48,16.94
31543,XAndre9,1.41,354,26.42,19.92,2.59,53.99
31544,xAndrzej-K,0.59,9,33.33,327.78,,100.0
31545,XanMasterr,-0.98,2,50.0,-2450.0,0.5,33.33
31546,xarek702,-0.8,7,71.43,-571.43,,87.5
31547,xarichi,-1.52,86,15.29,-88.37,1.0,20.0
31548,xaris600,0.79,12,58.33,329.17,3.0,33.33
31549,xaropinhotur,0.9,72,26.39,62.5,1.8,34.62
31550,Xatzeek7,-0.81,8,50.0,-506.25,,100.0
31551,XautoDiDakto,1.1,62,52.46,88.71,1.64,44.23
31552,xavedge,-1.41,4,75.0,-1762.5,2.5,71.43
31553,Xaves Brasil,-0.19,12,50.0,-79.17,,42.86
31554,xavier270,-0.06,2,100.0,-150.0,0.0,0.0
31555,Xavier303,-3.37,65,42.19,-259.23,0.25,9.09
31556,Xaviers102,-3.6,25,64.0,-720.0,0.75,27.27
31557,xavpro444,-0.47,51,45.1,-46.08,0.86,33.33
31558,xaxa420,-1.97,26,32.0,-378.85,0.71,35.71
31559,Xaxaec,-0.49,231,19.48,-10.61,2.36,44.07
31560,xBasic,2.75,283,18.37,48.59,5.29,56.06
31561,xbattagin,7.69,886,21.32,43.4,5.05,68.71
31562,xbean59x,-1.09,520,23.3,-10.48,1.81,36.94
31563,xblondie70x,-2.82,3494,25.69,-4.04,1.17,37.22
31564,XBoringLifeX,-3.15,16,50.0,-984.37,2.0,57.14
31565,Xbox.0.0777,0.08,7,71.43,57.14,3.0,64.29
31566,xcollodoro,-0.28,6,33.33,-233.33,0.0,0.0
31567,xCR4CKH34Dx,-3.01,266,29.17,-56.58,0.73,19.59
31568,xCRUZNx,-1.2,32,40.63,-187.5,0.6,17.65
31569,Xdanielo666X,-8.46,1336,30.03,-31.66,1.62,42.06
31570,xDBlizz,-2.6,191,14.74,-68.06,1.5,33.33
31571,xDiamondZ1,-3.16,25,68.0,-632.0,2.71,70.37
31572,XDimitriuSSSX,-2.18,34,38.24,-320.59,2.2,45.83
31573,Xdkaelhun999,0.0,1,0.0,0.0,0.0,0.0
31574,xDUNZOx,-0.87,29,64.29,-150.0,1.5,31.58
31575,Xeennon,-1.29,65,36.92,-99.23,0.89,25.81
31576,Xeixh,-0.58,57,29.82,-50.88,3.4,62.96
31577,xelander77,-5.74,45,91.11,-637.78,1.0,32.73
31578,xelidoni2003,-14.76,1968,43.32,-37.5,0.97,29.84
31579,XellPoker,-0.98,2,100.0,-2450.0,,50.0
31580,xelpnits,-0.02,1,0.0,-100.0,0.0,0.0
31581,XENEISE CABJ,1.22,812,23.7,7.51,1.66,36.86
31582,xeneize&ricota,7.68,1323,14.58,29.02,1.25,35.39
31583,xennon22,-0.26,11,9.09,-118.18,0.67,40.0
31584,Xennu Xunnu,-2.64,13,38.46,-1015.38,1.75,58.33
31585,XepcoHCity,-1.76,4,33.33,-2200.0,0.0,0.0
31586,Xepec98,0.83,90,28.74,46.11,14.0,53.85
31587,xeqter1234,0.04,53,41.51,3.77,4.0,51.61
31588,Xequa,-2.0,2,50.0,-5000.0,,100.0
31589,xerock88,1.92,16,93.75,600.0,1.64,56.25
31590,XeroQs,-1.26,16,68.75,-393.75,1.6,47.06
31591,xeroxernes,-2.17,7,57.14,-1550.0,2.0,50.0
31592,Xerxes635,1.49,182,56.35,40.93,0.98,34.18
31593,xexakim550,-1.51,4,75.0,-1887.5,0.0,0.0
31594,xExorex,-1.35,2,100.0,-3375.0,,100.0
31595,xfactorr,-0.89,16,43.75,-278.12,7.0,77.78
31596,xFearsome23,-1.74,5,20.0,-1740.0,0.5,25.0
31597,xFSKx,8.01,73,93.15,548.63,7.17,78.9
31598,xG0DF4TH3R,-13.05,432,60.05,-151.04,1.81,52.09
31599,XGMK,-0.36,50,14.0,-36.0,0.8,28.57
31600,xgoldrusx,-3.06,86,56.98,-177.91,3.71,68.42
31601,xHaTe99,-2.79,70,42.65,-199.29,1.25,34.48
31602,xherr latzx,-4.68,3133,28.09,-7.47,1.56,36.7
31603,xHotspot,0.02,22,27.27,4.55,0.83,35.71
31604,xIAli-95,-3.35,107,42.99,-156.54,1.71,44.44
31605,xicolas,-1.41,4,25.0,-1762.5,0.0,0.0
31606,xidoli25,-0.48,949,34.53,-2.53,3.18,57.92
31607,Xigster,0.01,6,0.0,8.33,,100.0
31608,xiguitar,-0.19,4,75.0,-237.5,0.33,25.0
31609,XIII_DgT,-0.79,19,26.32,-207.89,1.0,46.15
31610,xiinox,-4.04,47,43.48,-429.79,1.2,31.58
31611,xikorey,-0.69,7,100.0,-492.86,0.67,30.77
31612,xileAAAA,-1.2,14,64.29,-428.57,1.67,55.56
31613,ximik89314,2.36,83,84.34,142.17,3.78,65.38
31614,ximitan,-0.94,10,44.44,-470.0,,50.0
31615,XiSCOiX,20.31,3448,22.34,29.45,2.69,53.7
31616,xitos,-2.91,75,55.41,-194.0,0.73,32.88
31617,XIXKEEPER,-4.1,30,70.0,-683.33,,58.33
31618,xIxTerryxIx,-3.95,64,78.13,-308.59,2.9,46.77
31619,xjn312,-0.14,24,8.33,-29.17,0.5,25.0
31620,xJonSnowx10,-0.02,102,46.08,-0.98,2.91,57.14
31621,xk1471,-1.36,33,21.21,-206.06,1.29,50.0
31622,xKen1x,2.0,2694,30.23,3.71,2.93,56.95
31623,XKR-QQ1313,-6.29,979,58.15,-32.12,2.1,45.59
31624,xkratonx,2.03,69,31.88,147.1,0.88,33.33
31625,xksap1511,0.07,223,26.24,1.57,1.18,36.67
31626,xKSPx,-0.21,5,40.0,-210.0,0.0,0.0
31627,XleboreZ,-0.02,2,0.0,-50.0,0.0,0.0
31628,xLifeON07,-1.0,16,62.5,-312.5,6.0,70.59
31629,Xluckylou87X,0.39,3,33.33,650.0,0.5,33.33
31630,xLuuck,-0.3,178,36.16,-8.43,1.0,31.63
31631,xlys7777,1.1,60,43.33,91.67,1.75,45.65
31632,xmacking,4.81,402,34.0,59.83,1.06,35.12
31633,xmaxr,-1.3,84,13.25,-77.38,1.25,43.48
31634,Xmelnoi100,1.13,13,46.15,434.62,,100.0
31635,xmen7192,-1.61,12,25.0,-670.83,1.0,50.0
31636,xmgxxmgx,15.2,9732,18.51,7.81,2.04,46.94
31637,xMihawk,2.23,317,24.61,35.17,0.75,30.99
31638,xmmeax,-0.8,1,100.0,-4000.0,0.5,33.33
31639,xMSTRKRFTx,-2.3,79,72.15,-145.57,1.15,39.74
31640,xNatsue,-0.85,24,50.0,-177.08,0.6,30.0
31641,xNequa1907,-5.28,35,37.14,-667.14,0.71,31.25
31642,xNexo,0.0,10,10.0,0.0,,66.67
31643,xNghia,-1.87,30,56.67,-311.67,2.0,61.54
31644,xngxx_x,-0.94,33,63.64,-142.42,0.8,25.0
31645,xNiismo,-1.93,68,47.76,-141.91,2.37,46.34
31646,xnrgbp,-0.37,243,32.1,-7.61,5.0,53.19
31647,xnxCerber,0.41,1311,28.09,1.56,0.48,17.43
31648,xo4yR8,-0.26,35,11.43,-37.14,2.0,50.0
31649,xoazar1,-0.3,202,33.83,-7.43,1.15,36.19
31650,Xochy83,-0.49,1948,17.4,-1.26,0.84,29.49
31651,XoleVAL,-0.26,694,38.08,-1.87,2.46,51.7
31652,xOli98,-0.03,5,0.0,-30.0,0.0,0.0
31653,xolm69,0.62,4,75.0,775.0,,75.0
31654,xolodec1,-1.59,8,37.5,-993.75,4.0,80.0
31655,xoLodo4ek13,0.91,20,47.37,227.5,1.0,42.86
31656,Xoma99999,-0.85,16,62.5,-265.62,0.33,8.33
31657,xonex_420,-1.94,42,42.86,-230.95,6.0,52.17
31658,XopoBogoBegoBog,-1.64,81,51.85,-101.23,0.88,33.33
31659,xorenlch,-1.6,10,40.0,-800.0,0.75,37.5
31660,xorrobinhoox,-6.29,349,19.71,-90.11,1.37,35.48
31661,xortareas0884,-1.26,24,12.5,-262.5,1.5,37.5
31662,Xosoo87,0.21,10,60.0,105.0,5.0,62.5
31663,Xottab72,0.67,18,55.56,186.11,2.33,53.85
31664,xoxixa82,-0.92,6,66.67,-766.67,1.0,40.0
31665,xp.Deatch,-0.8,38,18.42,-105.26,4.0,72.73
31666,xPAWAx,-16.46,1468,42.81,-56.06,1.47,42.03
31667,xPimentinhax,-2.17,171,81.87,-63.45,1.84,40.46
31668,xpkA,-0.93,16,50.0,-290.62,9.0,69.23
31669,xPN7x,-0.01,23,52.17,-2.17,,81.82
31670,xPriviilege,-4.87,19,84.21,-1281.58,1.0,44.44
31671,XpycTuK08,-0.8,4,75.0,-1000.0,1.5,60.0
31672,xredschix,-0.02,3,33.33,-33.33,0.0,0.0
31673,Xren_c_bura,-10.03,611,16.56,-82.08,2.31,48.78
31674,xRephix,-0.08,6,66.67,-66.67,0.0,0.0
31675,xrictocgero21,0.05,5,40.0,50.0,,100.0
31676,xRiicky69,-8.5,51,76.47,-737.25,0.56,25.86
31677,xristinak25,-0.01,137,29.2,-0.36,0.76,29.63
31678,xristosgns,-1.91,1161,17.29,-8.23,1.12,31.7
31679,xristospap99,-1.48,18,66.67,-411.11,2.33,53.85
31680,xRoduRx,-0.69,9,55.56,-383.33,0.67,25.0
31681,xRoKk,-4.3,73,42.47,-294.52,2.36,55.32
31682,xrolcsi2002x,-0.97,19,89.47,-255.26,0.43,13.64
31683,xRPIx86,-1.34,181,20.99,-37.02,3.0,39.62
31684,XrriissttiiK,-0.45,34,67.65,-66.18,0.75,27.27
